,text,scores,boxes,centroid,source
266,rumah makan,0.9969876408576965,"[[108.0, 708.0], [204.0, 708.0], [204.0, 728.0], [108.0, 728.0]]",POINT (156 718),"https://www.google.com/maps/@-6.9154211,106.9333342,20z?"
267,bunda,0.8528948426246643,"[[202.0, 708.0], [282.0, 708.0], [282.0, 738.0], [202.0, 738.0]]",POINT (242 723),"https://www.google.com/maps/@-6.9154211,106.9333342,20z?"
268,smp negeri 9,0.982577383518219,"[[330.0, 753.0], [424.0, 753.0], [424.0, 773.0], [330.0, 773.0]]",POINT (377 763),"https://www.google.com/maps/@-6.9154211,106.9333342,20z?"
269,ustad suryadin,0.9426168203353882,"[[809.0, 773.0], [934.0, 778.0], [933.0, 800.0], [808.0, 795.0]]",POINT (871 786.5),"https://www.google.com/maps/@-6.9154211,106.9333342,20z?"
270,apotek jn atm,0.8921666145324707,"[[1162.0, 26.0], [1334.0, 26.0], [1334.0, 46.0], [1162.0, 46.0]]",POINT (1248 36),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
271,nugrah hotel sukabumi,0.9989935755729675,"[[1178.0, 48.0], [1326.0, 48.0], [1326.0, 68.0], [1178.0, 68.0]]",POINT (1252 58),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
272,44* (4072),0.8456891179084778,"[[1136.0, 58.0], [1236.0, 58.0], [1236.0, 86.0], [1136.0, 86.0]]",POINT (1186 72),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
273,hotel bintang 3,0.9603058099746704,"[[1166.0, 78.0], [1242.0, 78.0], [1242.0, 100.0], [1166.0, 100.0]]",POINT (1204 89),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
274,praline sukabumi,0.9726080894470215,"[[1151.0, 163.0], [1294.0, 170.0], [1293.0, 198.0], [1150.0, 191.0]]",POINT (1222 180.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
275,soto bening,0.940375566482544,"[[981.0, 176.0], [1092.0, 195.0], [1087.0, 223.0], [976.0, 204.0]]",POINT (1034 199.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
276,angkara,0.9927355647087097,"[[83.0, 214.0], [136.0, 254.0], [120.0, 275.0], [67.0, 236.0]]",POINT (101.37990403612757 244.6353372847869),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
277,odeon sukaby,0.932922899723053,"[[950.0, 207.0], [1042.0, 207.0], [1042.0, 221.0], [950.0, 221.0]]",POINT (996 214),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
278,soto,0.9974416494369507,"[[1032.0, 215.0], [1060.0, 215.0], [1060.0, 231.0], [1032.0, 231.0]]",POINT (1046 223),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
279,o spklu,0.8468394875526428,"[[334.0, 235.0], [408.0, 235.0], [408.0, 257.0], [334.0, 257.0]]",POINT (371 246),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
280,bikamamia brawpies,0.5582810044288635,"[[1542.0, 309.0], [1702.0, 309.0], [1702.0, 345.0], [1542.0, 345.0]]",POINT (1622 327),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
281,o bubur ayam raden,0.972823977470398,"[[400.0, 323.0], [570.0, 323.0], [570.0, 349.0], [400.0, 349.0]]",POINT (485 336),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
282,suemerintah hste,0.5206331014633179,"[[936.0, 353.0], [1086.0, 353.0], [1086.0, 397.0], [936.0, 397.0]]",POINT (1011 375),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
283,dinas kumindag,0.9870105981826782,"[[1146.0, 351.0], [1276.0, 351.0], [1276.0, 373.0], [1146.0, 373.0]]",POINT (1211 362),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
284,bha,0.9644222855567932,"[[246.0, 386.0], [264.0, 378.0], [278.0, 409.0], [260.0, 417.0]]",POINT (262 397.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
285,indonesia,0.9974881410598755,"[[382.0, 443.0], [430.0, 443.0], [430.0, 456.0], [382.0, 456.0]]",POINT (406 449.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
286,bpr sukabumi,0.9660124182701111,"[[476.0, 486.0], [604.0, 486.0], [604.0, 508.0], [476.0, 508.0]]",POINT (540 497),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
287,western unior,0.9291204810142517,"[[674.0, 500.0], [764.0, 500.0], [764.0, 522.0], [674.0, 522.0]]",POINT (719 511),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
288,o bunut family brother,0.9921934604644775,"[[864.0, 572.0], [1018.0, 572.0], [1018.0, 592.0], [864.0, 592.0]]",POINT (941 582),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
289,-barber o,0.8087681531906128,"[[398.0, 592.0], [498.0, 592.0], [498.0, 628.0], [398.0, 628.0]]",POINT (448 610),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
290,earth coco indonesia,0.9846224784851074,"[[1450.0, 634.0], [1616.0, 638.0], [1616.0, 664.0], [1450.0, 660.0]]",POINT (1533 649),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
291,rm ayam bunu,0.9902776479721069,"[[1816.0, 648.0], [1918.0, 650.0], [1918.0, 672.0], [1816.0, 670.0]]",POINT (1867 660),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
292,apotek graha medika,0.9701288938522339,"[[1509.0, 659.0], [1710.0, 666.0], [1709.0, 694.0], [1508.0, 687.0]]",POINT (1609 676.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
293,wisma oikoumene,0.9632358551025391,"[[83.0, 671.0], [236.0, 676.0], [235.0, 710.0], [82.0, 705.0]]",POINT (159 690.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
294,bunut rent car,0.9562418460845947,"[[898.0, 672.0], [1020.0, 672.0], [1020.0, 694.0], [898.0, 694.0]]",POINT (959 683),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
295,indones,0.9317417144775391,"[[1876.0, 668.0], [1916.0, 668.0], [1916.0, 684.0], [1876.0, 684.0]]",POINT (1896 676),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
296,41,0.8517212867736816,"[[1088.0, 682.0], [1104.0, 682.0], [1104.0, 702.0], [1088.0, 702.0]]",POINT (1096 692),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
297,warung cahaya (,0.921181321144104,"[[1224.0, 712.0], [1356.0, 712.0], [1356.0, 734.0], [1224.0, 734.0]]",POINT (1290 723),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
298,warung sawa,0.9997251033782959,"[[1762.0, 708.0], [1848.0, 708.0], [1848.0, 730.0], [1762.0, 730.0]]",POINT (1805 719),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
299,masjid al-am,0.9191295504570007,"[[876.0, 718.0], [986.0, 718.0], [986.0, 740.0], [876.0, 740.0]]",POINT (931 729),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
300,41,0.9170581102371216,"[[592.0, 730.0], [610.0, 730.0], [610.0, 749.0], [592.0, 749.0]]",POINT (601 739.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
301,40,0.5817093849182129,"[[418.0, 740.0], [440.0, 740.0], [440.0, 759.0], [418.0, 759.0]]",POINT (429 749.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
302,bubur ayam x-nut,0.9837183952331543,"[[432.0, 740.0], [562.0, 737.0], [562.0, 759.0], [432.0, 762.0]]",POINT (497 749.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
303,susteran santa lidwina,0.9726569056510925,"[[1160.0, 742.0], [1334.0, 742.0], [1334.0, 769.0], [1160.0, 769.0]]",POINT (1247 755.5),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
304,wins cosmetic,0.9398707747459412,"[[446.0, 801.0], [576.0, 801.0], [576.0, 837.0], [446.0, 837.0]]",POINT (511 819),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
305,sashilin o,0.9284536242485046,"[[460.0, 859.0], [548.0, 859.0], [548.0, 887.0], [460.0, 887.0]]",POINT (504 873),"https://www.google.com/maps/@-6.9142295,106.9333342,20z?"
306,tn atm,0.8925392031669617,"[[1268.0, 26.0], [1326.0, 26.0], [1326.0, 48.0], [1268.0, 48.0]]",POINT (1297 37),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
307,teri bara,0.9747526049613953,"[[218.0, 103.0], [301.0, 112.0], [298.0, 136.0], [215.0, 127.0]]",POINT (258 119.5),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
308,masid al khla,0.7135539054870605,"[[580.0, 114.0], [718.0, 114.0], [718.0, 155.0], [580.0, 155.0]]",POINT (649 134.5),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
309,go-jek o,0.9795296788215637,"[[1074.0, 106.0], [1152.0, 106.0], [1152.0, 128.0], [1074.0, 128.0]]",POINT (1113 117),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
310,alfamart,0.806318461894989,"[[1056.0, 215.0], [1148.0, 215.0], [1148.0, 251.0], [1056.0, 251.0]]",POINT (1102 233),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
311,rpati,0.9916037321090698,"[[75.0, 288.0], [117.0, 296.0], [113.0, 318.0], [71.0, 310.0]]",POINT (94 303),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
312,warga holy o,0.9131023287773132,"[[756.0, 305.0], [860.0, 305.0], [860.0, 327.0], [756.0, 327.0]]",POINT (808 316),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
313,martabai,0.966875433921814,"[[1374.0, 303.0], [1444.0, 303.0], [1444.0, 317.0], [1374.0, 317.0]]",POINT (1409 310),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
314,kiddo play - sew,0.997783899307251,"[[1078.0, 341.0], [1182.0, 341.0], [1182.0, 361.0], [1078.0, 361.0]]",POINT (1130 351),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
315,mainan anak &,0.9960664510726929,"[[1082.0, 359.0], [1176.0, 359.0], [1176.0, 373.0], [1082.0, 373.0]]",POINT (1129 366),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
316,pla,0.9679697155952454,"[[1196.0, 395.0], [1222.0, 395.0], [1222.0, 409.0], [1196.0, 409.0]]",POINT (1209 402),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
317,ra al ikhlas,0.9473415613174438,"[[835.0, 436.0], [960.0, 441.0], [959.0, 469.0], [834.0, 464.0]]",POINT (897 452.5),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
318,caramel kost,0.9976246356964111,"[[1319.0, 550.0], [1435.0, 557.0], [1433.0, 585.0], [1317.0, 578.0]]",POINT (1376 567.5),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
319,snack & cookies by rina,0.9545914530754089,"[[1519.0, 643.0], [1706.0, 652.0], [1705.0, 680.0], [1518.0, 671.0]]",POINT (1612 661.5),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
320,pln up3 sukabumi,0.9975273013114929,"[[296.0, 658.0], [420.0, 658.0], [420.0, 678.0], [296.0, 678.0]]",POINT (358 668),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
321,o cetak t kutabumi,0.8114450573921204,"[[700.0, 704.0], [844.0, 704.0], [844.0, 740.0], [700.0, 740.0]]",POINT (772 722),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
322,ramenva,0.970432460308075,"[[904.0, 716.0], [1006.0, 716.0], [1006.0, 744.0], [904.0, 744.0]]",POINT (955 730),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
323,o carrame,0.9847038984298706,"[[1188.0, 761.0], [1274.0, 761.0], [1274.0, 789.0], [1188.0, 789.0]]",POINT (1231 775),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
324,@ musholla al muhasaddah,0.9262208938598633,"[[1642.0, 757.0], [1834.0, 762.0], [1834.0, 790.0], [1642.0, 785.0]]",POINT (1738 773.5),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
325,p,0.8157949447631836,"[[1102.0, 879.0], [1120.0, 879.0], [1120.0, 891.0], [1102.0, 891.0]]",POINT (1111 885),"https://www.google.com/maps/@-6.9130379,106.9333342,20z?"
326,har,0.792453944683075,"[[1790.0, 22.0], [1822.0, 22.0], [1822.0, 46.0], [1790.0, 46.0]]",POINT (1806 34),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
327,hotel  rekomendasi aktivitas,0.9582411050796509,"[[608.0, 26.0], [878.0, 26.0], [878.0, 46.0], [608.0, 46.0]]",POINT (743 36),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
328,museum  transportasi umum,0.9714596271514893,"[[884.0, 26.0], [1154.0, 26.0], [1154.0, 46.0], [884.0, 46.0]]",POINT (1019 36),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
329,ven,0.8781805634498596,"[[1760.0, 49.0], [1795.0, 38.0], [1800.0, 55.0], [1765.0, 65.0]]",POINT (1780.1587301587301 51.69047619047619),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
330,roemah om sinyo,0.9212920069694519,"[[1378.0, 106.0], [1518.0, 106.0], [1518.0, 128.0], [1378.0, 128.0]]",POINT (1448 117),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
331,in,0.9577765464782715,"[[76.0, 151.0], [98.0, 151.0], [98.0, 167.0], [76.0, 167.0]]",POINT (87 159),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
332,ken,0.9289566874504089,"[[1586.0, 186.0], [1617.0, 165.0], [1626.0, 179.0], [1595.0, 199.0]]",POINT (1606.1216141514649 182.1453841901603),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
333,empap house,0.9996330738067627,"[[290.0, 207.0], [382.0, 207.0], [382.0, 227.0], [290.0, 227.0]]",POINT (336 217),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
334,centre sukabumi,0.9474647045135498,"[[1334.0, 198.0], [1442.0, 193.0], [1442.0, 207.0], [1334.0, 212.0]]",POINT (1388 202.5),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
335,suryal,0.8979719281196594,"[[1530.0, 226.0], [1585.0, 184.0], [1601.0, 206.0], [1546.0, 247.0]]",POINT (1565.6249661521797 215.63146493365826),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
336,kiko bakes sukabumi,0.9948616027832031,"[[1056.0, 265.0], [1226.0, 265.0], [1226.0, 291.0], [1056.0, 291.0]]",POINT (1141 278),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
337,skbm resto & cafe,0.9866287708282471,"[[1080.0, 403.0], [1234.0, 401.0], [1234.0, 422.0], [1080.0, 425.0]]",POINT (1156.4031007751937 412.7596899224806),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
338,o mi ami photo,0.9535972476005554,"[[266.0, 510.0], [382.0, 510.0], [382.0, 532.0], [266.0, 532.0]]",POINT (324 521),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
339,starbucks cell,0.962157130241394,"[[1088.0, 528.0], [1206.0, 528.0], [1206.0, 550.0], [1088.0, 550.0]]",POINT (1147 539),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
340,pentol & sempol,0.9988872408866882,"[[1322.0, 520.0], [1424.0, 522.0], [1424.0, 542.0], [1322.0, 540.0]]",POINT (1373 531),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
341,o rendy nico,0.9747243523597717,"[[963.0, 596.0], [1078.0, 600.0], [1077.0, 628.0], [962.0, 624.0]]",POINT (1020 612),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
342,kedai cerita lama,0.9227086305618286,"[[388.0, 648.0], [540.0, 648.0], [540.0, 682.0], [388.0, 682.0]]",POINT (464 665),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
343,tenda sarapan pagi,0.9656535983085632,"[[1063.0, 665.0], [1214.0, 672.0], [1213.0, 698.0], [1062.0, 691.0]]",POINT (1138 681.5),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
344,bimala grocery,0.9750602841377258,"[[452.0, 769.0], [580.0, 772.0], [580.0, 793.0], [452.0, 791.0]]",POINT (515.5038759689922 781.2403100775194),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
345,1,0.7933868765830994,"[[1878.0, 811.0], [1892.0, 811.0], [1892.0, 835.0], [1878.0, 835.0]]",POINT (1885 823),"https://www.google.com/maps/@-6.9118463,106.9333342,20z?"
346,n atm,0.9820713996887207,"[[1250.0, 28.0], [1326.0, 28.0], [1326.0, 48.0], [1250.0, 48.0]]",POINT (1288 38),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
347,ntrakan hijau,0.9742289185523987,"[[412.0, 94.0], [494.0, 94.0], [494.0, 108.0], [412.0, 108.0]]",POINT (453 101),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
348,vj tart w,0.9464884996414185,"[[150.0, 241.0], [228.0, 241.0], [228.0, 263.0], [150.0, 263.0]]",POINT (189 252),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
349,ato,0.7413386702537537,"[[64.0, 251.0], [119.0, 239.0], [124.0, 263.0], [69.0, 275.0]]",POINT (94 257),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
350,siomidong,0.9256519675254822,"[[170.0, 343.0], [284.0, 343.0], [284.0, 365.0], [170.0, 365.0]]",POINT (227 354),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
351,siomidong style o,0.9440281391143799,"[[128.0, 395.0], [288.0, 390.0], [288.0, 416.0], [128.0, 421.0]]",POINT (208 405.5),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
352,o sintania salon,0.9709011912345886,"[[736.0, 404.0], [868.0, 409.0], [868.0, 431.0], [736.0, 426.0]]",POINT (802 417.5),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
353,o mitra tk suanda,0.9197689294815063,"[[378.0, 444.0], [514.0, 449.0], [514.0, 471.0], [378.0, 466.0]]",POINT (446 457.5),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
354,bbpat sukabumi,0.9837102890014648,"[[930.0, 435.0], [1070.0, 435.0], [1070.0, 456.0], [930.0, 456.0]]",POINT (1000 445.5),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
355,ariesty cake  w,0.9082043170928955,"[[584.0, 466.0], [692.0, 466.0], [692.0, 488.0], [584.0, 488.0]]",POINT (638 477),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
356,thata salon o,0.9535090923309326,"[[666.0, 510.0], [774.0, 510.0], [774.0, 532.0], [666.0, 532.0]]",POINT (720 521),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
357,mama heryza house o,0.9548441171646118,"[[760.0, 562.0], [926.0, 562.0], [926.0, 588.0], [760.0, 588.0]]",POINT (843 575),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
358,mesid anur,0.6056255102157593,"[[1048.0, 656.0], [1170.0, 656.0], [1170.0, 698.0], [1048.0, 698.0]]",POINT (1109 677),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
359,ement,0.9146831631660461,"[[1090.0, 672.0], [1120.0, 672.0], [1120.0, 686.0], [1090.0, 686.0]]",POINT (1105 679),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
360,madu ubar,0.9485931396484375,"[[652.0, 714.0], [762.0, 714.0], [762.0, 742.0], [652.0, 742.0]]",POINT (707 728),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
361,kedai kop,0.9996235966682434,"[[1858.0, 716.0], [1918.0, 716.0], [1918.0, 738.0], [1858.0, 738.0]]",POINT (1888 727),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
362,warnet yd o,0.8660899996757507,"[[336.0, 758.0], [433.0, 753.0], [434.0, 775.0], [337.0, 780.0]]",POINT (385 766.5),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
363,enam lima satu o,0.9661834239959717,"[[1420.0, 751.0], [1548.0, 751.0], [1548.0, 773.0], [1420.0, 773.0]]",POINT (1484 762),"https://www.google.com/maps/@-6.9106547,106.9333342,20z?"
364,rumoam sakan,0.5051866769790649,"[[968.0, 44.0], [1098.0, 44.0], [1098.0, 86.0], [968.0, 86.0]]",POINT (1033 65),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
365,o undang (uha),0.9714236855506897,"[[1224.0, 64.0], [1342.0, 64.0], [1342.0, 92.0], [1224.0, 92.0]]",POINT (1283 78),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
366,6,0.8991047143936157,"[[562.0, 114.0], [612.0, 114.0], [612.0, 138.0], [562.0, 138.0]]",POINT (587 126),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
367,ntral komputer,0.9970146417617798,"[[887.0, 247.0], [980.0, 251.0], [979.0, 273.0], [886.0, 269.0]]",POINT (933 260),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
368,o warung sima,0.9540287852287292,"[[384.0, 329.0], [514.0, 333.0], [514.0, 355.0], [384.0, 351.0]]",POINT (449 342),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
369,kebonjati kecamatan...,0.9836670160293579,"[[1030.0, 331.0], [1176.0, 331.0], [1176.0, 351.0], [1030.0, 351.0]]",POINT (1103 341),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
370,antor,0.9961283802986145,"[[1076.0, 323.0], [1112.0, 323.0], [1112.0, 337.0], [1076.0, 337.0]]",POINT (1094 330),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
371,balai kb cikole,0.971112072467804,"[[1298.0, 329.0], [1426.0, 329.0], [1426.0, 357.0], [1298.0, 357.0]]",POINT (1362 343),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
372,kosan pak tri,0.9815424084663391,"[[1738.0, 347.0], [1866.0, 347.0], [1866.0, 369.0], [1738.0, 369.0]]",POINT (1802 358),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
373,toko pakaia,0.998152494430542,"[[1238.0, 421.0], [1298.0, 421.0], [1298.0, 435.0], [1238.0, 435.0]]",POINT (1268 428),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
374,garis photography,0.9877352118492126,"[[922.0, 437.0], [1052.0, 437.0], [1052.0, 456.0], [922.0, 456.0]]",POINT (987 446.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
375,(a,0.6317317485809326,"[[1720.0, 435.0], [1742.0, 435.0], [1742.0, 450.0], [1720.0, 450.0]]",POINT (1731 442.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
376,kameumeut mang,0.960337221622467,"[[1771.0, 434.0], [1919.0, 443.0], [1917.0, 469.0], [1769.0, 460.0]]",POINT (1844 451.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
377,toko ber,0.9659698605537415,"[[1662.0, 452.0], [1706.0, 452.0], [1706.0, 466.0], [1662.0, 466.0]]",POINT (1684 459),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
378,central express laundry o,0.9533494710922241,"[[804.0, 484.0], [984.0, 484.0], [984.0, 512.0], [804.0, 512.0]]",POINT (894 498),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
379,bn,0.6308552026748657,"[[68.0, 506.0], [134.0, 506.0], [134.0, 544.0], [68.0, 544.0]]",POINT (101 525),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
380,the harvest,0.9734704494476318,"[[697.0, 512.0], [811.0, 519.0], [809.0, 547.0], [695.0, 540.0]]",POINT (753 529.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
381,cakes - suka,0.995269238948822,"[[668.0, 530.0], [746.0, 530.0], [746.0, 550.0], [668.0, 550.0]]",POINT (707 540),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
382,ralotus kost o,0.7921128273010254,"[[1358.0, 554.0], [1468.0, 554.0], [1468.0, 590.0], [1358.0, 590.0]]",POINT (1413 572),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
383,cen,0.8748595118522644,"[[932.0, 599.0], [989.0, 607.0], [986.0, 629.0], [929.0, 621.0]]",POINT (959 614),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
384,oppo service,0.9918085932731628,"[[961.0, 592.0], [1052.0, 596.0], [1051.0, 616.0], [960.0, 612.0]]",POINT (1006 604),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
385,cantigi wd,0.9075721502304077,"[[690.0, 616.0], [764.0, 616.0], [764.0, 638.0], [690.0, 638.0]]",POINT (727 627),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
386,toko perbaikan ponsel,0.9824142456054688,"[[962.0, 620.0], [1076.0, 620.0], [1076.0, 640.0], [962.0, 640.0]]",POINT (1019 630),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
387,o ayah rw,0.9640957713127136,"[[1506.0, 628.0], [1590.0, 628.0], [1590.0, 650.0], [1506.0, 650.0]]",POINT (1548 639),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
388,kantor notaris,0.9738211631774902,"[[644.0, 662.0], [738.0, 662.0], [738.0, 676.0], [644.0, 676.0]]",POINT (691 669),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
389,wizzmie sukabumi,0.9717685580253601,"[[152.0, 680.0], [286.0, 678.0], [286.0, 698.0], [152.0, 700.0]]",POINT (219 689),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
390,ppat astri ester.,0.9733338952064514,"[[634.0, 672.0], [740.0, 672.0], [740.0, 692.0], [634.0, 692.0]]",POINT (687 682),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
391,onatello,0.771806001663208,"[[69.0, 730.0], [147.0, 725.0], [149.0, 755.0], [71.0, 760.0]]",POINT (109 742.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
392,o kedai es kepo,0.9550917148590088,"[[1486.0, 740.0], [1606.0, 740.0], [1606.0, 761.0], [1486.0, 761.0]]",POINT (1546 750.5),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
393,ealer kendaraan bern,0.9751833081245422,"[[280.0, 769.0], [386.0, 769.0], [386.0, 783.0], [280.0, 783.0]]",POINT (333 776),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
394,mi azzahidiyah,0.9496047496795654,"[[612.0, 825.0], [732.0, 825.0], [732.0, 845.0], [612.0, 845.0]]",POINT (672 835),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
395,mie ayam 8,0.9911423921585083,"[[610.0, 845.0], [684.0, 845.0], [684.0, 859.0], [610.0, 859.0]]",POINT (647 852),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
396,o bhisa pogg!abumi,0.8204551935195923,"[[888.0, 851.0], [1058.0, 851.0], [1058.0, 879.0], [888.0, 879.0]]",POINT (973 865),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
397,es teh manis solo o,0.9680588245391846,"[[410.0, 857.0], [560.0, 853.0], [560.0, 879.0], [410.0, 883.0]]",POINT (485 868),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
398,mie baso elka,0.7920507788658142,"[[585.0, 858.0], [716.0, 846.0], [719.0, 880.0], [588.0, 892.0]]",POINT (652 869),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
399,kuliner 69,0.9714756011962891,"[[1262.0, 863.0], [1362.0, 863.0], [1362.0, 891.0], [1262.0, 891.0]]",POINT (1312 877),"https://www.google.com/maps/@-6.9201876,106.9358963,20z?"
