,text,scores,boxes,centroid,source
532,o mas nani,0.9314937591552734,"[[1653.0, 257.0], [1740.0, 261.0], [1739.0, 283.0], [1652.0, 279.0]]",POINT (1696 270),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
533,rumah jahit pak al,0.9953125715255737,"[[1786.0, 301.0], [1918.0, 301.0], [1918.0, 321.0], [1786.0, 321.0]]",POINT (1852 311),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
534,waroeng semesta,0.9865570664405823,"[[586.0, 311.0], [730.0, 311.0], [730.0, 333.0], [586.0, 333.0]]",POINT (658 322),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
535,toko gula smuut 0,0.8263543844223022,"[[834.0, 393.0], [971.0, 388.0], [972.0, 424.0], [835.0, 429.0]]",POINT (903 408.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
536,pertamini gang oyo,0.9915156960487366,"[[444.0, 425.0], [602.0, 425.0], [602.0, 450.0], [444.0, 450.0]]",POINT (523 437.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
537,to ofe,0.5427231788635254,"[[68.0, 490.0], [184.0, 490.0], [184.0, 534.0], [68.0, 534.0]]",POINT (126 512),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
538,o praktek keidanan,0.6919811367988586,"[[1338.0, 508.0], [1494.0, 508.0], [1494.0, 550.0], [1338.0, 550.0]]",POINT (1416 529),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
539,saung kodok,0.9817541241645813,"[[1404.0, 598.0], [1516.0, 598.0], [1516.0, 620.0], [1404.0, 620.0]]",POINT (1460 609),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
540,tempat kost putra,0.9780562520027161,"[[813.0, 703.0], [959.0, 712.0], [957.0, 738.0], [811.0, 729.0]]",POINT (885 720.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
541,& putri ibu hj. iyus.,0.965046763420105,"[[804.0, 724.0], [924.0, 724.0], [924.0, 744.0], [804.0, 744.0]]",POINT (864 734),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
542,bubu,0.9986987709999084,"[[220.0, 753.0], [248.0, 753.0], [248.0, 767.0], [220.0, 767.0]]",POINT (234 760),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
543,kosan andi putra,0.9871451258659363,"[[714.0, 757.0], [850.0, 757.0], [850.0, 779.0], [714.0, 779.0]]",POINT (782 768),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
544,pakaiar,0.9783763885498047,"[[1164.0, 749.0], [1204.0, 749.0], [1204.0, 763.0], [1164.0, 763.0]]",POINT (1184 756),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
545,iwangi,0.8920536637306213,"[[372.0, 815.0], [392.0, 815.0], [392.0, 881.0], [372.0, 881.0]]",POINT (382 848),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
546,"bittersweet b,",0.9266312122344971,"[[1755.0, 822.0], [1873.0, 815.0], [1875.0, 843.0], [1757.0, 850.0]]",POINT (1815 832.5),"https://www.google.com/maps/@-6.9118463,106.9358963,20z?"
547,hew,0.5845946669578552,"[[934.0, 2.0], [966.0, 2.0], [966.0, 16.0], [934.0, 16.0]]",POINT (950 9),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
548,apotek n atm,0.9213438630104065,"[[1168.0, 24.0], [1328.0, 24.0], [1328.0, 50.0], [1168.0, 50.0]]",POINT (1248 37),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
549,burgerc,0.9438382387161255,"[[609.0, 97.0], [677.0, 102.0], [675.0, 122.0], [607.0, 117.0]]",POINT (642 109.5),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
550,imangga,0.9939177632331848,"[[676.0, 104.0], [738.0, 104.0], [738.0, 118.0], [676.0, 118.0]]",POINT (707 111),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
551,lakanan siap s,0.9671806693077087,"[[668.0, 116.0], [742.0, 116.0], [742.0, 130.0], [668.0, 130.0]]",POINT (705 123),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
552,o tk kartika siliwangi 1,0.9292755126953125,"[[622.0, 136.0], [790.0, 136.0], [790.0, 161.0], [622.0, 161.0]]",POINT (706 148.5),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
553,my risoles o,0.9495720863342285,"[[618.0, 169.0], [714.0, 169.0], [714.0, 191.0], [618.0, 191.0]]",POINT (666 180),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
554,kanawa,0.9727049469947815,"[[814.0, 199.0], [904.0, 199.0], [904.0, 221.0], [814.0, 221.0]]",POINT (859 210),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
555,roti bakar kentjana,0.9894077181816101,"[[546.0, 267.0], [696.0, 267.0], [696.0, 289.0], [546.0, 289.0]]",POINT (621 278),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
556,o fajarc,0.9923876523971558,"[[1836.0, 351.0], [1916.0, 351.0], [1916.0, 373.0], [1836.0, 373.0]]",POINT (1876 362),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
557,nasi goreng mas roni,0.9745505452156067,"[[431.0, 368.0], [597.0, 377.0], [595.0, 405.0], [429.0, 396.0]]",POINT (513 386.5),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
558,rst kukus angiakar,0.7218261957168579,"[[1284.0, 395.0], [1452.0, 395.0], [1452.0, 429.0], [1284.0, 429.0]]",POINT (1368 412),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
559,paud ra rainda,0.9814958572387695,"[[876.0, 526.0], [1016.0, 526.0], [1016.0, 548.0], [876.0, 548.0]]",POINT (946 537),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
560,mizutani,0.9396612644195557,"[[1822.0, 542.0], [1910.0, 542.0], [1910.0, 570.0], [1822.0, 570.0]]",POINT (1866 556),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
561,opei,0.7318845391273499,"[[1868.0, 580.0], [1918.0, 580.0], [1918.0, 610.0], [1868.0, 610.0]]",POINT (1893 595),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
562,rumaba ngkeno,0.6696982979774475,"[[116.0, 630.0], [248.0, 630.0], [248.0, 672.0], [116.0, 672.0]]",POINT (182 651),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
563,oman,0.7965502738952637,"[[1856.0, 654.0], [1919.0, 654.0], [1919.0, 692.0], [1856.0, 692.0]]",POINT (1887.5 673),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
564,masa,0.9685885906219482,"[[1884.0, 683.0], [1915.0, 689.0], [1912.0, 702.0], [1881.0, 697.0]]",POINT (1897.8176245210727 692.7095785440614),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
565,rintmax,0.9978489279747009,"[[188.0, 734.0], [250.0, 734.0], [250.0, 747.0], [188.0, 747.0]]",POINT (219 740.5),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
566,kost an bu atik,0.9773285984992981,"[[1218.0, 734.0], [1340.0, 734.0], [1340.0, 755.0], [1218.0, 755.0]]",POINT (1279 744.5),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
567,ukabum,0.857597827911377,"[[242.0, 745.0], [290.0, 745.0], [290.0, 759.0], [242.0, 759.0]]",POINT (266 752),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
568,tk islam attaqwa o,0.9511027932167053,"[[680.0, 779.0], [822.0, 779.0], [822.0, 801.0], [680.0, 801.0]]",POINT (751 790),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
569,easkesehabumi,0.6344329118728638,"[[590.0, 843.0], [704.0, 843.0], [704.0, 879.0], [590.0, 879.0]]",POINT (647 861),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
570,ngoag!enstitut,0.9297798871994019,"[[954.0, 849.0], [1066.0, 851.0], [1066.0, 873.0], [954.0, 871.0]]",POINT (1010 861),"https://www.google.com/maps/@-6.9106547,106.9358963,20z?"
571,bakmie hotplate z'rojos,0.9825957417488098,"[[1378.0, 124.0], [1562.0, 119.0], [1562.0, 147.0], [1378.0, 152.0]]",POINT (1470 135.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
572,bloom flowers,0.9372711777687073,"[[1284.0, 289.0], [1404.0, 287.0], [1404.0, 309.0], [1284.0, 311.0]]",POINT (1344 299),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
573,rumah andita,0.9459142088890076,"[[1200.0, 401.0], [1316.0, 401.0], [1316.0, 423.0], [1200.0, 423.0]]",POINT (1258 412),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
574,o rumah sehat,0.9860810041427612,"[[729.0, 412.0], [844.0, 419.0], [843.0, 441.0], [728.0, 434.0]]",POINT (786 426.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
575,pukis sinoor,0.9504559636116028,"[[876.0, 419.0], [1008.0, 419.0], [1008.0, 452.0], [876.0, 452.0]]",POINT (942 435.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
576,tunas mekar,0.9936820864677429,"[[684.0, 477.0], [791.0, 472.0], [792.0, 494.0], [685.0, 499.0]]",POINT (738 485.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
577,o posyar,0.8737323880195618,"[[1841.0, 468.0], [1916.0, 473.0], [1915.0, 495.0], [1840.0, 490.0]]",POINT (1878 481.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
578,koramil cikole,0.9357315301895142,"[[836.0, 502.0], [956.0, 504.0], [956.0, 526.0], [836.0, 524.0]]",POINT (896 514),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
579,src annisa,0.9731841683387756,"[[1808.0, 538.0], [1916.0, 540.0], [1916.0, 562.0], [1808.0, 560.0]]",POINT (1862 550),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
580,aung iga bakal,0.9781794548034668,"[[1128.0, 620.0], [1214.0, 620.0], [1214.0, 634.0], [1128.0, 634.0]]",POINT (1171 627),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
581,anita's guest house,0.9979557991027832,"[[644.0, 636.0], [803.0, 629.0], [804.0, 657.0], [645.0, 664.0]]",POINT (724 646.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
582,ymgoreng mamggah,0.7189950942993164,"[[1459.0, 632.0], [1638.0, 636.0], [1637.0, 670.0], [1458.0, 666.0]]",POINT (1548 651),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
583,lakanan siap saji,0.9539446830749512,"[[1124.0, 642.0], [1210.0, 642.0], [1210.0, 662.0], [1124.0, 662.0]]",POINT (1167 652),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
584,apotek tri farma,0.9275856614112854,"[[968.0, 744.0], [1111.0, 739.0], [1112.0, 767.0], [969.0, 772.0]]",POINT (1040 755.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
585,9 rubynet,0.9090690612792969,"[[1288.0, 755.0], [1378.0, 755.0], [1378.0, 775.0], [1288.0, 775.0]]",POINT (1333 765),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
586,cin,0.9511916637420654,"[[1524.0, 777.0], [1555.0, 782.0], [1552.0, 798.0], [1521.0, 792.0]]",POINT (1538.1596244131456 787.2863849765258),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
587,o nakasansu doneng,0.9863850474357605,"[[1294.0, 789.0], [1448.0, 789.0], [1448.0, 809.0], [1294.0, 809.0]]",POINT (1371 799),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
588,rumah makan ibu baba,0.9806433320045471,"[[663.0, 803.0], [844.0, 812.0], [843.0, 840.0], [662.0, 831.0]]",POINT (753 821.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
589,bengkel repaint o,0.9418995976448059,"[[1085.0, 827.0], [1215.0, 836.0], [1213.0, 864.0], [1083.0, 855.0]]",POINT (1149 845.5),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
590,o valentino billia,0.9293210506439209,"[[730.0, 865.0], [848.0, 865.0], [848.0, 887.0], [730.0, 887.0]]",POINT (789 876),"https://www.google.com/maps/@-6.909463,106.9358963,20z?"
591,o sd negeri cimanggah 1,0.9662414789199829,"[[1572.0, 167.0], [1758.0, 170.0], [1758.0, 197.0], [1572.0, 195.0]]",POINT (1664.4363636363637 182.24242424242425),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
592,umah seafood,0.9821582436561584,"[[1602.0, 315.0], [1698.0, 315.0], [1698.0, 335.0], [1602.0, 335.0]]",POINT (1650 325),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
593,balcony hote,0.9977209568023682,"[[1293.0, 440.0], [1380.0, 445.0], [1379.0, 467.0], [1292.0, 462.0]]",POINT (1336 453.5),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
594,4.4  (2127),0.9954763650894165,"[[1314.0, 460.0], [1382.0, 460.0], [1382.0, 480.0], [1314.0, 480.0]]",POINT (1348 470),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
595,pihak kedua,0.986659824848175,"[[1036.0, 486.0], [1114.0, 486.0], [1114.0, 500.0], [1036.0, 500.0]]",POINT (1075 493),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
596,hotel bintang,0.9996120929718018,"[[1308.0, 478.0], [1374.0, 478.0], [1374.0, 492.0], [1308.0, 492.0]]",POINT (1341 485),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
597,o galatama lele porocot,0.97397780418396,"[[1536.0, 528.0], [1706.0, 528.0], [1706.0, 554.0], [1536.0, 554.0]]",POINT (1621 541),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
598,nah makan ibu cicoh,0.9889887571334839,"[[1174.0, 546.0], [1300.0, 546.0], [1300.0, 560.0], [1174.0, 560.0]]",POINT (1237 553),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
599,o steak imoen selabintana,0.9321678876876831,"[[1509.0, 583.0], [1703.0, 574.0], [1705.0, 607.0], [1511.0, 616.0]]",POINT (1607 595),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
600,naynya therapy o,0.9569979906082153,"[[1174.0, 598.0], [1304.0, 598.0], [1304.0, 618.0], [1174.0, 618.0]]",POINT (1239 608),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
601,warung 86,0.9990081787109375,"[[1074.0, 642.0], [1146.0, 642.0], [1146.0, 656.0], [1074.0, 656.0]]",POINT (1110 649),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
602,konveksi,0.9437161684036255,"[[927.0, 660.0], [1015.0, 653.0], [1017.0, 675.0], [929.0, 682.0]]",POINT (972 667.5),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
603,menggrilla sukabumi,0.940219521522522,"[[1392.0, 805.0], [1560.0, 805.0], [1560.0, 831.0], [1392.0, 831.0]]",POINT (1476 818),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
604,service variasi jo,0.9955483675003052,"[[1162.0, 823.0], [1276.0, 823.0], [1276.0, 843.0], [1162.0, 843.0]]",POINT (1219 833),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
605,code coffee,0.9188726544380188,"[[1072.0, 855.0], [1184.0, 855.0], [1184.0, 883.0], [1072.0, 883.0]]",POINT (1128 869),"https://www.google.com/maps/@-6.9082714,106.9358963,20z?"
606,bc maxsel-selabintana o,0.9605246782302856,"[[1706.0, 112.0], [1886.0, 112.0], [1886.0, 138.0], [1706.0, 138.0]]",POINT (1796 125),"https://www.google.com/maps/@-6.9070798,106.9358963,20z?"
607,cv. asia prima o,0.9838685989379883,"[[1536.0, 207.0], [1666.0, 207.0], [1666.0, 229.0], [1536.0, 229.0]]",POINT (1601 218),"https://www.google.com/maps/@-6.9070798,106.9358963,20z?"
608,bbat,0.8887957334518433,"[[1447.0, 346.0], [1509.0, 351.0], [1507.0, 373.0], [1445.0, 368.0]]",POINT (1477 359.5),"https://www.google.com/maps/@-6.9070798,106.9358963,20z?"
609,masjid jami at taqwa,0.9916871190071106,"[[110.0, 367.0], [276.0, 367.0], [276.0, 387.0], [110.0, 387.0]]",POINT (193 377),"https://www.google.com/maps/@-6.9070798,106.9358963,20z?"
610,o selabintana 5,0.9382529854774475,"[[1805.0, 719.0], [1916.0, 724.0], [1915.0, 748.0], [1804.0, 743.0]]",POINT (1860 733.5),"https://www.google.com/maps/@-6.9070798,106.9358963,20z?"
611,transportasi umum apotek,0.9780439734458923,"[[994.0, 26.0], [1252.0, 26.0], [1252.0, 46.0], [994.0, 46.0]]",POINT (1123 36),"https://www.google.com/maps/@-6.9058882,106.9358963,20z?"
612,najmu shop,0.8796128630638123,"[[1739.0, 149.0], [1852.0, 154.0], [1851.0, 182.0], [1738.0, 177.0]]",POINT (1795 165.5),"https://www.google.com/maps/@-6.9058882,106.9358963,20z?"
613,nan,0.9748308658599854,"[[1873.0, 217.0], [1897.0, 211.0], [1901.0, 226.0], [1877.0, 232.0]]",POINT (1887 221.5),"https://www.google.com/maps/@-6.9058882,106.9358963,20z?"
614,cv. bahao iei,0.8762844800949097,"[[1809.0, 747.0], [1914.0, 754.0], [1913.0, 776.0], [1808.0, 769.0]]",POINT (1861 761.5),"https://www.google.com/maps/@-6.9058882,106.9358963,20z?"
615,o nafaz food,0.9619256854057312,"[[215.0, 103.0], [327.0, 110.0], [325.0, 138.0], [213.0, 131.0]]",POINT (270 120.5),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
616,41 warung bu ida,0.8933604955673218,"[[282.0, 259.0], [418.0, 259.0], [418.0, 281.0], [282.0, 281.0]]",POINT (350 270),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
617,cibuluh indah,0.9317031502723694,"[[1388.0, 325.0], [1466.0, 325.0], [1466.0, 339.0], [1388.0, 339.0]]",POINT (1427 332),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
618,arung abah kohar,0.9889214038848877,"[[72.0, 449.0], [180.0, 446.0], [180.0, 468.0], [72.0, 471.0]]",POINT (126 458.5),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
619,bim's food,0.9625736474990845,"[[680.0, 504.0], [778.0, 504.0], [778.0, 526.0], [680.0, 526.0]]",POINT (729 515),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
620,bengkel vespa away,0.983203113079071,"[[210.0, 522.0], [350.0, 522.0], [350.0, 542.0], [210.0, 542.0]]",POINT (280 532),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
621,o guns betta fish,0.9656692743301392,"[[859.0, 518.0], [990.0, 523.0], [989.0, 550.0], [858.0, 546.0]]",POINT (923.6035486553923 534.2357453100452),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
622,q warung ibu ani,0.9383924007415771,"[[177.0, 770.0], [305.0, 761.0], [307.0, 789.0], [179.0, 798.0]]",POINT (242 779.5),"https://www.google.com/maps/@-6.918996,106.9384583,20z?"
623,[ rekomendasi aktivitas,0.9536384344100952,"[[698.0, 30.0], [866.0, 30.0], [866.0, 44.0], [698.0, 44.0]]",POINT (782 37),"https://www.google.com/maps/@-6.9178044,106.9384583,20z?"
624,i huda,0.938809871673584,"[[74.0, 201.0], [110.0, 201.0], [110.0, 217.0], [74.0, 217.0]]",POINT (92 209),"https://www.google.com/maps/@-6.9178044,106.9384583,20z?"
625,lotek bu ana,0.9353035092353821,"[[72.0, 231.0], [150.0, 231.0], [150.0, 253.0], [72.0, 253.0]]",POINT (111 242),"https://www.google.com/maps/@-6.9178044,106.9384583,20z?"
626,ues hanjeli-o,0.9511891603469849,"[[1350.0, 448.0], [1462.0, 448.0], [1462.0, 468.0], [1350.0, 468.0]]",POINT (1406 458),"https://www.google.com/maps/@-6.9178044,106.9384583,20z?"
627,kost pak haji badri,0.9532514810562134,"[[170.0, 460.0], [314.0, 460.0], [314.0, 482.0], [170.0, 482.0]]",POINT (242 471),"https://www.google.com/maps/@-6.9178044,106.9384583,20z?"
628,tenar hijabs o,0.9536592364311218,"[[774.0, 4.0], [882.0, 4.0], [882.0, 24.0], [774.0, 24.0]]",POINT (828 14),"https://www.google.com/maps/@-6.9166128,106.9384583,20z?"
629,markas besar kbjs,0.9817254543304443,"[[914.0, 169.0], [1068.0, 169.0], [1068.0, 189.0], [914.0, 189.0]]",POINT (991 179),"https://www.google.com/maps/@-6.9166128,106.9384583,20z?"
630,( transportasi umum,0.9281086921691895,"[[986.0, 24.0], [1164.0, 26.0], [1164.0, 48.0], [986.0, 46.0]]",POINT (1075 36),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
631,ar atm,0.7392654418945312,"[[1257.0, 21.0], [1327.0, 26.0], [1325.0, 48.0], [1255.0, 43.0]]",POINT (1291 34.5),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
632,fast food restaurant,0.9600197076797485,"[[1444.0, 92.0], [1584.0, 92.0], [1584.0, 106.0], [1444.0, 106.0]]",POINT (1514 99),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
633,bale jayaniti,0.9972402453422546,"[[472.0, 126.0], [582.0, 126.0], [582.0, 146.0], [472.0, 146.0]]",POINT (527 136),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
634,anit,0.9971719980239868,"[[1484.0, 159.0], [1522.0, 159.0], [1522.0, 175.0], [1484.0, 175.0]]",POINT (1503 167),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
635,toko abang risan,0.9841793179512024,"[[1512.0, 199.0], [1654.0, 201.0], [1654.0, 223.0], [1512.0, 221.0]]",POINT (1583 211),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
636,hair &beauty,0.9639189839363098,"[[1768.0, 201.0], [1858.0, 201.0], [1858.0, 215.0], [1768.0, 215.0]]",POINT (1813 208),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
637,dapoer buyan o,0.9656468629837036,"[[766.0, 415.0], [888.0, 412.0], [888.0, 434.0], [766.0, 437.0]]",POINT (827 424.5),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
638,wisnu layangan adu,0.9785411357879639,"[[192.0, 714.0], [344.0, 714.0], [344.0, 734.0], [192.0, 734.0]]",POINT (268 724),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
639,campernik's..,0.9406921863555908,"[[994.0, 728.0], [1102.0, 728.0], [1102.0, 747.0], [994.0, 747.0]]",POINT (1048 737.5),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
640,saung tahsin pogoriders,0.983585774898529,"[[1458.0, 845.0], [1644.0, 845.0], [1644.0, 865.0], [1458.0, 865.0]]",POINT (1551 855),"https://www.google.com/maps/@-6.9154211,106.9384583,20z?"
641,trifthingbyain.id/,0.9929749369621277,"[[1698.0, 149.0], [1810.0, 149.0], [1810.0, 171.0], [1698.0, 171.0]]",POINT (1754 160),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?"
642,catenzoo pulsa,0.9778605103492737,"[[1600.0, 514.0], [1708.0, 512.0], [1708.0, 534.0], [1600.0, 536.0]]",POINT (1654 524),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?"
643,ama ras,0.998931348323822,"[[1236.0, 530.0], [1298.0, 530.0], [1298.0, 544.0], [1236.0, 544.0]]",POINT (1267 537),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?"
644,masjid jan,0.9867217540740967,"[[1818.0, 640.0], [1918.0, 640.0], [1918.0, 668.0], [1818.0, 668.0]]",POINT (1868 654),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?"
645,o warung rima,0.9419552087783813,"[[1082.0, 829.0], [1196.0, 829.0], [1196.0, 851.0], [1082.0, 851.0]]",POINT (1139 840),"https://www.google.com/maps/@-6.9142295,106.9384583,20z?"
646,hotel   rekomendasi aktivitas,0.9592319130897522,"[[610.0, 28.0], [868.0, 28.0], [868.0, 48.0], [610.0, 48.0]]",POINT (739 38),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
647,prana estate o,0.9484068751335144,"[[1357.0, 64.0], [1467.0, 57.0], [1469.0, 85.0], [1359.0, 92.0]]",POINT (1413 74.5),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
648,pondok es nsat ust..,0.7059969902038574,"[[1551.0, 143.0], [1736.0, 148.0], [1735.0, 182.0], [1550.0, 177.0]]",POINT (1643 162.5),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
649,mekost prana,0.9419939517974854,"[[780.0, 217.0], [914.0, 213.0], [914.0, 235.0], [780.0, 239.0]]",POINT (847 226),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
650,"(permen jahe, jahe.",0.9881767630577087,"[[832.0, 419.0], [962.0, 419.0], [962.0, 439.0], [832.0, 439.0]]",POINT (897 429),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
651,kedai candy o,0.9752436280250549,"[[1570.0, 486.0], [1688.0, 486.0], [1688.0, 508.0], [1570.0, 508.0]]",POINT (1629 497),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
652,faza store,0.9655996561050415,"[[1592.0, 548.0], [1688.0, 548.0], [1688.0, 568.0], [1592.0, 568.0]]",POINT (1640 558),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
653,o bismika interior,0.940406084060669,"[[410.0, 714.0], [536.0, 714.0], [536.0, 736.0], [410.0, 736.0]]",POINT (473 725),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
654,o cv. bismika mapan jaya,0.9828200340270996,"[[400.0, 817.0], [586.0, 817.0], [586.0, 843.0], [400.0, 843.0]]",POINT (493 830),"https://www.google.com/maps/@-6.9130379,106.9384583,20z?"
655,masakan bum,0.9761423468589783,"[[1818.0, 157.0], [1918.0, 157.0], [1918.0, 177.0], [1818.0, 177.0]]",POINT (1868 167),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
656,kompleks prana-o,0.9289271235466003,"[[1549.0, 201.0], [1698.0, 208.0], [1697.0, 230.0], [1548.0, 223.0]]",POINT (1623 215.5),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
657,car and logistic carg,0.9779040813446045,"[[1548.0, 369.0], [1684.0, 369.0], [1684.0, 383.0], [1548.0, 383.0]]",POINT (1616 376),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
658,kedai uncle,0.9928484559059143,"[[1818.0, 492.0], [1908.0, 492.0], [1908.0, 512.0], [1818.0, 512.0]]",POINT (1863 502),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
659,rumah oktarian,0.9623669385910034,"[[681.0, 548.0], [812.0, 554.0], [811.0, 576.0], [680.0, 570.0]]",POINT (746 562),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
660,abu ukkaasyah parfum,0.905951976776123,"[[168.0, 600.0], [350.0, 596.0], [350.0, 622.0], [168.0, 626.0]]",POINT (259 611),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
661,oko parfur,0.9956049919128418,"[[206.0, 618.0], [258.0, 618.0], [258.0, 632.0], [206.0, 632.0]]",POINT (232 625),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
662,o sundara catering,0.9732428789138794,"[[470.0, 610.0], [608.0, 610.0], [608.0, 630.0], [470.0, 630.0]]",POINT (539 620),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
663,butik teh rina,0.9762935042381287,"[[1152.0, 627.0], [1279.0, 639.0], [1276.0, 667.0], [1149.0, 655.0]]",POINT (1214 647),"https://www.google.com/maps/@-6.9118463,106.9384583,20z?"
